日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2011/1/19,'002230,科大讯飞,68.95,69.01,66.52,68.88,68.5,0.45,0.6569,0.9893,1079368,73621819.77,11083643550,7523118986
2011/1/18,'002230,科大讯飞,68.5,70.68,67.52,69.98,70.21,-1.71,-2.4356,0.7154,780548,53900421.81,11011306500,7474019588
2011/1/17,'002230,科大讯飞,70.21,71,67.12,71,71.7,-1.49,-2.0781,0.7851,856640,59339168.07,11286187290,7660597303
2011/1/14,'002230,科大讯飞,71.7,72.6,70,72.6,72.46,-0.76,-1.0489,0.7385,805797,57131932.11,11525703300,7823170868
2011/1/13,'002230,科大讯飞,72.46,73.5,68.9,68.9,68.3,4.16,6.0908,2.5214,2751069,198240358.1,11647872540,7906094297
2011/1/12,'002230,科大讯飞,68.3,69.99,65.68,69.06,68.9,-0.6,-0.8708,1.9226,2097690,140506087.4,10979156700,7452197633
2011/1/11,'002230,科大讯飞,68.9,72.8,68.66,71.4,71.7,-2.8,-3.9052,1.368,1492634,104943553.2,11075606100,7517663498
2011/1/10,'002230,科大讯飞,71.7,75.45,70.5,75.45,75,-3.3,-4.4,2.1081,2300161,164524455.8,11525703300,7823170868
2011/1/7,'002230,科大讯飞,75,79.8,74,79.8,79.8,-4.8,-6.015,1.1173,1219107,93200343.5,12056175000,8183233125
2011/1/6,'002230,科大讯飞,79.8,81.48,77.11,80.5,80.99,-1.19,-1.4693,1.087,1186034,92843195.57,12827770200,8706960045
2011/1/5,'002230,科大讯飞,80.99,83.5,80.4,83.5,83.5,-2.51,-3.006,0.6849,747306,61232965.36,13019061510,8836800677
2011/1/4,'002230,科大讯飞,83.5,83.55,79.5,79.5,79,4.5,5.6962,0.9822,1071701,88697441.87,13422541500,9110666213
2010/12/31,'002230,科大讯飞,79,81.8,78.2,79,79,0,0,0.5165,563499,44913827.81,12699171000,8619672225
2010/12/30,'002230,科大讯飞,79,80.99,76.52,77.8,77.76,1.24,1.5947,0.663,723428,57191450.27,12699171000,8619672225
2010/12/29,'002230,科大讯飞,77.76,77.77,71.88,71.88,72,5.76,8,1.7825,1944911,147400820.7,12499842240,8484376104
2010/12/28,'002230,科大讯飞,72,75,71.25,75,74.48,-2.48,-3.3298,1.0426,1137534,82404618.21,11573928000,7855903800
2010/12/27,'002230,科大讯飞,74.48,78.4,74.4,75.82,75.45,-0.97,-1.2856,0.7796,850669,64940223.05,11972585520,8126496042
2010/12/24,'002230,科大讯飞,75.45,77.55,74.52,77,76.89,-1.44,-1.8728,0.5245,572312,43191524.42,12128512050,8232332524
2010/12/23,'002230,科大讯飞,76.89,79,76.33,76.33,78.46,-1.57,-2.001,0.4798,523528,40526496.44,12359990610,8389450600
2010/12/22,'002230,科大讯飞,78.46,80.1,77.06,80.1,79.99,-1.53,-1.9127,1.0061,1097798,86009622.92,12612366540,8560752947
2010/12/21,'002230,科大讯飞,79.99,83.74,79.2,83.74,83,-3.01,-3.6265,0.724,789976,63216750.34,12858312510,8727690902
2010/12/20,'002230,科大讯飞,83,86.1,81.2,85.8,85.2,-2.2,-2.5822,0.6471,706071,58557801.43,13342167000,9056111325
2010/12/17,'002230,科大讯飞,85.2,86.45,84.5,84.8,85.79,-0.59,-0.6877,0.3292,359150,30762264.48,13695814800,9296152830
2010/12/16,'002230,科大讯飞,85.79,87.9,85.2,85.6,85.6,0.19,0.222,0.7025,766487,66092635.91,13790656710,9360527597
2010/12/15,'002230,科大讯飞,85.6,90.5,84.25,87.46,88,-2.4,-2.7273,0.9696,1057925,91876026.43,13760114400,9339796740
2010/12/14,'002230,科大讯飞,88,88.4,81.26,81.99,82,6,7.3171,1.1737,1280605,109259436.3,14145912000,9601660200
2010/12/13,'002230,科大讯飞,82,83.45,79.01,79.5,79.5,2.5,3.1447,0.8432,919975,75307237.84,13181418000,8947001550
2010/12/10,'002230,科大讯飞,79.5,79.54,77.02,77.02,78.28,1.22,1.5585,0.5113,557889,44074475.82,12779545500,8674227113
2010/12/9,'002230,科大讯飞,78.28,79.3,76.93,78.29,78.28,0,0,0.8131,887222,69186695.96,12583431720,8541113187
2010/12/8,'002230,科大讯飞,78.28,79.19,75.25,75.25,76.01,2.27,2.9864,0.868,947045,72972260.46,12583431720,8541113187
2010/12/7,'002230,科大讯飞,76.01,76.21,73.03,73.76,73.8,2.21,2.9946,1.0881,1187183,89275873.87,12218531490,8293433998
2010/12/6,'002230,科大讯飞,73.8,76.53,73.5,74.8,75.98,-2.18,-2.8692,1.3638,1488044,111006821.8,11863276200,8052301395
2010/12/3,'002230,科大讯飞,75.98,80.75,74.9,80.75,80.92,-4.94,-6.1048,1.9088,2082649,158972669.3,12213709020,8290160705
2010/12/2,'002230,科大讯飞,80.92,84.64,79.5,82.6,82.4,-1.48,-1.7961,1.4034,1531202,123056158.9,13007809080,8829162993
2010/12/1,'002230,科大讯飞,0,0,0,0,82.4,None,None,0,0,0,13245717600,8990645460
2010/11/30,'002230,科大讯飞,82.4,86.4,80.11,83.7,85,-2.6,-3.0588,1.0819,1180476,97692712.01,13245717600,8990645460
2010/11/29,'002230,科大讯飞,85,88.8,82.1,82.5,83.1,1.9,2.2864,1.5943,1739576,148430839.8,13663665000,9274330875
2010/11/26,'002230,科大讯飞,83.1,83.68,77.8,82.5,82.3,0.8,0.9721,1.8064,1971005,159363428.9,13358241900,9067022303
2010/11/25,'002230,科大讯飞,82.3,83.35,80.69,81.35,82.3,0,0,1.2191,1330110,109238671.9,13229642700,8979734483
2010/11/24,'002230,科大讯飞,82.3,85.6,80.11,84.4,84.4,-2.1,-2.4882,2.7111,2958052,242911648.9,13229642700,8979734483
2010/11/23,'002230,科大讯飞,84.4,86.8,79.3,80.8,81.99,2.41,2.9394,1.8149,1980279,163707705,13567215600,9208865010
2010/11/22,'002230,科大讯飞,81.99,91.93,79,87,84.92,-2.93,-3.4503,3.6354,3966524,338025299.8,13179810510,8945910452
2010/11/19,'002230,科大讯飞,84.92,84.92,76.22,76.6,77.2,7.72,10,2.4038,2622793,217647294.1,13650805080,9265602093
2010/11/18,'002230,科大讯飞,77.2,78.67,71,72,74.8,2.4,3.2086,1.3174,1437378,108399821.1,12409822800,8423274630
2010/11/17,'002230,科大讯飞,74.8,81.5,72,74,74.12,0.68,0.9174,1.9251,2100432,160720041.9,12024025200,8161411170
2010/11/16,'002230,科大讯飞,74.12,78.15,73.88,78.15,78.1,-3.98,-5.096,2.1359,2330485,176919446.4,11914715880,8087216523
2010/11/15,'002230,科大讯飞,78.1,78.11,71.55,71.55,71.01,7.09,9.9845,1.5663,1709021,129387243.1,12554496900,8521473428
2010/11/12,'002230,科大讯飞,71.01,77.8,69,73.25,74.48,-3.47,-4.659,2.3778,2594391,188174934.5,11414786490,7747885123
2010/11/11,'002230,科大讯飞,74.48,78.24,70.08,71,71.13,3.35,4.7097,2.119,2312047,176475201.4,11972585520,8126496042
2010/11/10,'002230,科大讯飞,71.13,72.37,69.28,70.29,71.15,-0.02,-0.0281,1.5308,1670206,117771928.4,11434076370,7760978296
2010/11/9,'002230,科大讯飞,71.15,73.5,68.8,70.8,71.5,-0.35,-0.4895,1.881,2052365,145776390,11437291350,7763160491
2010/11/8,'002230,科大讯飞,71.5,73.8,70,71.63,71.66,-0.16,-0.2233,2.3429,2556320,183299622.2,11493553500,7801348913
2010/11/5,'002230,科大讯飞,71.66,72.18,64.71,65.82,65.75,5.91,8.9886,4.3162,4709351,323753039.9,11519273340,7818806477
2010/11/4,'002230,科大讯飞,65.75,66.11,58.3,60.09,60.1,5.65,9.401,3.2655,3562933,224238445.7,10569246750,7173967706
2010/11/3,'002230,科大讯飞,60.1,63.88,60.1,63.88,64,-3.9,-6.0938,1.3072,1426298,88157396.67,9661014900,6557497478
2010/11/2,'002230,科大讯飞,64,64.75,59.6,60.4,60.75,3.25,5.3498,2.5534,2786013,175828726.5,10287936000,6983025600
2010/11/1,'002230,科大讯飞,60.75,62.53,57.2,59.21,60.1,0.65,1.0815,3.5726,3898003,231062343.1,9765501750,6628418831
2010/10/29,'002230,科大讯飞,60.1,62.55,58.8,61.1,58.2,1.9,3.2646,4.0446,4413087,266444026.3,9661014900,6557497478
2010/10/28,'002230,科大讯飞,58.2,58.2,54.11,57.9,52.91,5.29,9.9981,5.4926,5993016,339304121.1,9355591800,6350188905
2010/10/27,'002230,科大讯飞,0,0,0,0,52.91,None,None,0,0,0,8505229590,5772998195
2010/10/26,'002230,科大讯飞,0,0,0,0,52.91,None,None,0,0,0,8505229590,5772998195
2010/10/25,'002230,科大讯飞,0,0,0,0,52.91,None,None,0,0,0,8505229590,5772998195
2010/10/22,'002230,科大讯飞,52.91,53.9,49.04,49.04,49.03,3.88,7.9135,2.7812,3034605,158379279.9,8505229590,5772998195
2010/10/21,'002230,科大讯飞,49.03,49.4,47.55,48,48,1.03,2.1458,1.6005,1746310,84888424.71,7881523470,5349652268
2010/10/20,'002230,科大讯飞,48,50.2,47.32,47.85,48.18,-0.18,-0.3736,3.5913,3918408,191853902.7,7715952000,5237269200
2010/10/19,'002230,科大讯飞,48.18,48.18,44.19,44.2,43.8,4.38,10,3.4716,3787827,177656898.1,7744886820,5256908960
2010/10/18,'002230,科大讯飞,43.8,45.6,43.08,45.59,45.4,-1.6,-3.5242,3.0497,3327552,145927948.2,7040806200,4779008145
2010/10/15,'002230,科大讯飞,45.4,47.19,44.35,45.5,45.7,-0.3,-0.6565,3.2718,3569860,163838992.6,7298004600,4953583785
2010/10/14,'002230,科大讯飞,45.7,47.37,45.45,47,47.54,-1.84,-3.8704,2.9236,3189957,146822140.9,7346229300,4986316718
2010/10/13,'002230,科大讯飞,47.54,47.95,45.7,47.5,47.45,0.09,0.1897,3.4453,3759149,175968576.5,7642007460,5187078704
2010/10/12,'002230,科大讯飞,47.45,49.56,47.2,48.7,48.8,-1.35,-2.7664,2.1179,2310833,111401808.8,7627540050,5177258824
2010/10/11,'002230,科大讯飞,48.8,50.65,48.3,50.49,50.49,-1.69,-3.3472,3.6212,3951098,193091683.9,7844551200,5324557020
2010/10/8,'002230,科大讯飞,50.49,52.94,49.7,52.92,52.2,-1.71,-3.2759,3.9985,4362795,222906222.2,8116217010,5508952540
2010/9/30,'002230,科大讯飞,52.2,54.19,51.76,53.38,53.65,-1.45,-2.7027,2.6741,2917715,152227225.7,8391097800,5695530255
2010/9/29,'002230,科大讯飞,53.65,55,53,53,53.98,-0.33,-0.6113,0.4891,533701,28788666.66,8624183850,5853739429
2010/9/28,'002230,科大讯飞,53.98,54.95,53.5,53.98,53.81,0.17,0.3159,0.6111,666768,35869641.47,8677231020,5889745655
2010/9/27,'002230,科大讯飞,53.81,55.31,51.49,51.49,51.68,2.13,4.1215,0.7864,858007,45871768.44,8649903690,5871196993
2010/9/21,'002230,科大讯飞,51.68,51.94,50.7,51.92,51.15,0.53,1.0362,0.3253,354981,18167980.68,8307508320,5638793172
2010/9/20,'002230,科大讯飞,51.15,53.94,51.1,53.51,53.51,-2.36,-4.4104,0.8917,972962,51344968.66,8222311350,5580964991
2010/9/17,'002230,科大讯飞,53.51,54.3,52.5,53.51,53.6,-0.09,-0.1679,0.3574,389977,20840811.49,8601678990,5838464060
2010/9/16,'002230,科大讯飞,53.6,54.3,51,52.58,53.56,0.04,0.0747,1.484,1619143,84763944.66,8616146400,5848283940
2010/9/15,'002230,科大讯飞,53.56,56,53.12,55.95,55.68,-2.12,-3.8075,1.1551,1260304,67826063.82,8609716440,5843919549
2010/9/14,'002230,科大讯飞,55.68,58.98,54.22,54.8,54.77,0.91,1.6615,1.7974,1961106,111641445.1,8950504320,6075232272
2010/9/13,'002230,科大讯飞,54.77,54.78,53.5,54.38,54.07,0.7,1.2946,1.472,1606062,87108582.88,8804222730,5975942377
2010/9/10,'002230,科大讯飞,54.07,55,52.67,53.51,54,0.07,0.1296,1.1794,1286807,69404659.85,8691698430,5899565534
2010/9/9,'002230,科大讯飞,54,55,51,54.58,53.88,0.12,0.2227,1.5461,1686959,89875985.97,8680446000,5891927850
2010/9/8,'002230,科大讯飞,53.88,53.88,48.5,48.8,48.98,4.9,10.0041,1.5703,1713394,88341198.12,8661156120,5878834677
2010/9/7,'002230,科大讯飞,48.98,49.28,48.23,48.5,48.21,0.77,1.5972,0.8525,930113,45482127.15,7873486020,5344196780
2010/9/6,'002230,科大讯飞,48.21,50.23,48.21,50,50.1,-1.89,-3.7725,1.6677,1819614,89641235.43,7749709290,5260182253
2010/9/3,'002230,科大讯飞,50.1,50.78,48.26,50.58,49.5,0.6,1.2121,3.0318,3307960,164351068.1,8053524900,5466399728
2010/9/2,'002230,科大讯飞,49.5,50.4,47.02,47.42,47.42,2.08,4.3863,2.3562,2570812,127157976.6,7957075500,5400933863
2010/9/1,'002230,科大讯飞,47.42,50.45,47,48.81,49.03,-1.61,-3.2837,1.4849,1620151,77567668.73,7622717580,5173985531
2010/8/31,'002230,科大讯飞,49.03,50.85,48.4,48.5,49,0.03,0.0612,1.9618,2140549,106129625.9,7881523470,5349652268
2010/8/30,'002230,科大讯飞,49,49.61,45.5,45.5,45.1,3.9,8.6475,3.1348,3420361,165518657.4,7876701000,5346378975
2010/8/27,'002230,科大讯飞,45.1,45.1,43.61,43.78,43.81,1.29,2.9445,2.2729,2479915,111293915.8,7249779900,4920850853
2010/8/26,'002230,科大讯飞,43.81,44,42.34,42.52,42.5,1.31,3.0824,1.4311,1561451,67084333.27,7042413690,4780099243
2010/8/25,'002230,科大讯飞,42.5,44.4,42.2,42.2,42.81,-0.31,-0.7241,1.3313,1452624,63078409.59,6831832500,4637165438
2010/8/24,'002230,科大讯飞,42.81,43.3,42,42,42.05,0.76,1.8074,0.8091,882755,37746409.95,6881664690,4670989468
2010/8/23,'002230,科大讯飞,42.05,42.71,41.9,42.18,42,0.05,0.119,0.9478,1034109,43692602.55,6759495450,4588066039
2010/8/20,'002230,科大讯飞,42,43.9,41.7,43.3,43.49,-1.49,-3.4261,1.3979,1525200,65031134.9,6751458000,4582610550
2010/8/19,'002230,科大讯飞,43.49,44.28,43.02,43.54,43.55,-0.06,-0.1378,1.0985,1198571,52596984.46,6990974010,4745184115
2010/8/18,'002230,科大讯飞,43.55,43.99,42.2,43.25,42.76,0.79,1.8475,1.3271,1447953,62121019.81,7000618950,4751730701
2010/8/17,'002230,科大讯飞,42.76,43.3,42.41,42.82,42.82,-0.06,-0.1401,1.1111,1212280,51828286.37,6873627240,4665533979
2010/8/16,'002230,科大讯飞,42.82,43.29,42.02,42.32,42.32,0.5,1.1815,1.1188,1220728,52322231.61,6883272180,4672080566
2010/8/13,'002230,科大讯飞,42.32,42.6,40.21,40.58,40.6,1.72,4.2365,1.3455,1468035,61506146.94,6802897680,4617525678
2010/8/12,'002230,科大讯飞,40.6,41.1,40.04,40.5,41.13,-0.53,-1.2886,0.766,835830,33990978.42,6526409400,4429856865
2010/8/11,'002230,科大讯飞,41.13,41.99,40.4,41.5,41.25,-0.12,-0.2909,1.1744,1281380,52443924.59,6611606370,4487685046
2010/8/10,'002230,科大讯飞,41.25,43.58,41.22,42.5,42.53,-1.28,-3.0096,1.3466,1469263,61955214.67,6630896250,4500778219
2010/8/9,'002230,科大讯飞,42.53,42.8,40.82,41.41,41.02,1.51,3.6811,1.6542,1804933,76237707.86,6836654970,4640438731
2010/8/6,'002230,科大讯飞,41.02,41.39,40.3,40.49,40.56,0.46,1.1341,2.2089,2410173,98787601.38,6593923980,4475682971
2010/8/5,'002230,科大讯飞,40.56,41.1,40,40.7,40.63,-0.07,-0.1723,1.229,1340958,54215453.16,6519979440,4425492474
2010/8/4,'002230,科大讯飞,40.63,40.9,39.4,40.6,40.54,0.09,0.222,0.8843,964806,38695262.93,6531231870,4433130158
2010/8/3,'002230,科大讯飞,40.54,41.45,40.35,40.76,40.55,-0.01,-0.0247,1.3651,1489503,60946213.1,6516764460,4423310279
2010/8/2,'002230,科大讯飞,40.55,41,40.2,41,41.05,-0.5,-1.218,2.3197,2531002,102631312,6518371950,4424401376
2010/7/30,'002230,科大讯飞,41.05,42.05,40.2,41.64,41.67,-0.62,-1.4879,1.1724,1279160,52787023.76,6598746450,4478956264
2010/7/29,'002230,科大讯飞,41.67,41.83,41.05,41.83,41.88,-0.21,-0.5014,0.9954,1086068,44977251.05,6698410830,4546604324
2010/7/28,'002230,科大讯飞,41.88,42.88,39,39.24,40,1.88,4.7,2.9281,3194816,132745340.1,6732168120,4569517377
2010/7/27,'002230,科大讯飞,40,40.38,38.8,39.58,39.7,0.3,0.7557,1.008,1099836,43769265.66,6429960000,4364391000
2010/7/26,'002230,科大讯飞,39.7,39.85,38.16,38.8,38.84,0.86,2.2142,1.6645,1816131,71642946.77,6381735300,4331658068
2010/7/23,'002230,科大讯飞,38.84,39.1,37.12,37.42,37.7,1.14,3.0239,2.6595,2901735,111375248.2,6243491160,4237823661
2010/7/22,'002230,科大讯飞,37.7,38.28,35.8,35.8,35.92,1.78,4.9555,1.877,2047956,76208180.82,6060237300,4113438518
2010/7/21,'002230,科大讯飞,35.92,37,35.6,35.98,35.58,0.34,0.9556,1.3158,1435700,52343653.28,5774104080,3919223118
2010/7/20,'002230,科大讯飞,35.58,36.2,34.35,34.35,34.35,1.23,3.5808,1.195,1303875,46261140.61,5719449420,3882125795
2010/7/19,'002230,科大讯飞,34.35,34.75,33.5,33.5,33.99,0.36,1.0591,1.3502,1473147,50668159.89,5521728150,3747920771
2010/7/16,'002230,科大讯飞,33.99,34.37,33.22,33.5,33.5,0.49,1.4627,0.7768,847597,28506376.17,5463858510,3708641252
2010/7/15,'002230,科大讯飞,33.5,35.2,33.41,35.02,35.11,-1.61,-4.5856,0.5926,646566,22268597.39,5385091500,3655177463
2010/7/14,'002230,科大讯飞,35.11,35.98,34.85,35.3,35,0.11,0.3143,2.4553,2678926,94723732.38,5643897390,3830844200
2010/7/13,'002230,科大讯飞,35,35.3,33.75,34.79,34.78,0.22,0.6325,1.4144,1543214,53333617.34,5626215000,3818842125
2010/7/12,'002230,科大讯飞,34.78,35.6,34.46,35.46,35.16,-0.38,-1.0808,0.6796,741530,25889985.2,5590850220,3794837975
2010/7/9,'002230,科大讯飞,35.16,35.55,34.49,34.55,34.81,0.35,1.0055,1.7335,1891375,66290289.72,5651934840,3836299689
2010/7/8,'002230,科大讯飞,34.81,35.52,34.5,35.11,35,-0.19,-0.5429,0.5474,597302,20702308.52,5595672690,3798111268
2010/7/7,'002230,科大讯飞,35,35.29,34.51,34.53,34.5,0.5,1.4493,1.5957,1741033,60717993.95,5626215000,3818842125
2010/7/6,'002230,科大讯飞,34.5,34.9,33.05,33.05,33.05,1.45,4.3873,1.9614,2140121,73729241,5545840500,3764287238
2010/7/5,'002230,科大讯飞,33.05,33.17,31.15,32,32.85,0.2,0.6088,0.376,410259,13316935.12,5312754450,3606078064
2010/7/2,'002230,科大讯飞,32.85,33.8,31.15,33.03,33.4,-0.55,-1.6467,1.587,1731520,56523257.39,5280604650,3584256109
2010/7/1,'002230,科大讯飞,33.4,36.28,32.88,35.65,35.65,-2.25,-6.3114,2.5754,2810001,95314429.8,5369016600,3644266485
2010/6/30,'002230,科大讯飞,35.65,37.45,35.2,36.45,37.8,-2.15,-5.6878,1.7363,1894441,67677723.83,5730701850,3889763479
2010/6/29,'002230,科大讯飞,37.8,39.18,36.1,39,39.25,-1.45,-3.6943,1.7281,1885523,70691769.28,6076312200,4124349495
2010/6/28,'002230,科大讯飞,0,0,0,0,39.25,None,None,0,0,0,6309398250,4282558669
2010/6/25,'002230,科大讯飞,39.25,40.3,39.13,40.01,39.99,-0.74,-1.8505,0.6735,734899,28936770.26,6309398250,4282558669
2010/6/24,'002230,科大讯飞,39.99,40.95,39.99,40.08,40.57,-0.58,-1.4296,0.2941,320846,12944414.88,6428352510,4363299902
2010/6/23,'002230,科大讯飞,40.57,41,39.76,40.37,40.29,0.28,0.695,0.511,557538,22639886.12,6521586930,4426583572
2010/6/22,'002230,科大讯飞,40.29,40.86,40.16,40.16,40.42,-0.13,-0.3216,0.3265,356287,14419636.97,6476577210,4396032835
2010/6/21,'002230,科大讯飞,40.42,40.8,38.32,39.53,40,0.42,1.05,0.9547,1041723,41692913.58,6497474580,4410217106
2010/6/18,'002230,科大讯飞,40,40.66,39.51,40.23,40.33,-0.33,-0.8182,2.0277,2212458,88431846.34,6429960000,4364391000
2010/6/17,'002230,科大讯飞,40.33,42.44,40.33,41.92,41.95,-1.62,-3.8617,0.857,935094,38738563.16,6483007170,4400397226
2010/6/11,'002230,科大讯飞,41.95,42.99,41.9,41.95,41.89,0.06,0.1432,1.3958,1522955,64678669.75,6743420550,4577155061
2010/6/10,'002230,科大讯飞,41.89,42.2,40.9,41,41.3,0.59,1.4286,1.3804,1506192,62971837.04,6733775610,4570608475
2010/6/9,'002230,科大讯飞,41.3,41.5,40.21,40.7,40.32,0.98,2.4306,2.402,2620785,107222014,6638933700,4506233708
2010/6/8,'002230,科大讯飞,40.32,41.5,40.03,40.93,40.9,-0.58,-1.4181,1.9326,2108611,86156960.38,6481399680,4399306128
2010/6/7,'002230,科大讯飞,40.9,41,38.67,38.8,39.8,1.1,2.7638,1.8182,1983799,79727278.08,6574634100,4462589798
2010/6/4,'002230,科大讯飞,39.8,40,38.71,39.1,39.25,0.55,1.4013,0.8126,886571,34869620.52,6397810200,4342569045
2010/6/3,'002230,科大讯飞,39.25,40.18,38.5,39,38.87,0.38,0.9776,1.3848,1511003,59715745.2,6309398250,4282558669
2010/6/2,'002230,科大讯飞,38.87,38.99,37.28,37.86,37.89,0.98,2.5864,0.7373,804454,30676398.42,6248313630,4241096954
2010/6/1,'002230,科大讯飞,37.89,39.62,37.01,39,39.6,-1.71,-4.3182,1.7541,1913864,73684201.38,6090779610,4134169375
2010/5/31,'002230,科大讯飞,39.6,40.3,38.4,38.8,39.14,0.46,1.1753,2.0583,2245792,89415077.66,6365660400,4320747090
2010/5/28,'002230,科大讯飞,39.14,40.03,38.85,40.03,39.58,-0.44,-1.1117,0.9864,1076276,42263398.54,6291715860,4270556594
2010/5/27,'002230,科大讯飞,39.58,39.9,37.56,38.61,38.89,0.69,1.7742,1.3998,1527277,59555046.2,6362445420,4318564895
2010/5/26,'002230,科大讯飞,38.89,39.25,38.42,38.65,38.65,0.24,0.621,0.7334,800208,31170155.79,6251528610,4243279150
2010/5/25,'002230,科大讯飞,38.65,39.89,38.52,39.89,40,-1.35,-3.375,1.1052,1205845,47139023.71,6212948850,4217092804
2010/5/24,'002230,科大讯飞,40,40.45,39.27,39.85,39.27,0.73,1.8589,3.1809,3470705,138746522.7,6429960000,4364391000
2010/5/21,'002230,科大讯飞,39.27,39.57,36.71,37.5,37.93,1.34,3.5328,1.89,2062148,78917672.87,6312613230,4284740864
2010/5/20,'002230,科大讯飞,37.93,38.99,37.5,37.58,38,-0.07,-0.1842,1.2976,1415822,53987903.62,6097209570,4138533766
2010/5/19,'002230,科大讯飞,38,38.13,36.12,36.75,37.01,0.99,2.675,1.7438,1902668,71585756.21,6108462000,4146171450
2010/5/18,'002230,科大讯飞,37.01,37.3,35.31,35.31,36.28,0.73,2.0121,0.9646,1052439,38526781.81,5949320490,4038152773
2010/5/17,'002230,科大讯飞,36.28,37.56,36.11,37,37.95,-1.67,-4.4005,0.7588,827881,30292502.37,5831973720,3958502637
2010/5/14,'002230,科大讯飞,37.95,38.33,36.68,37.65,37.58,0.37,0.9846,1.4403,1571524,58790666.08,6100424550,4140715961
2010/5/13,'002230,科大讯飞,37.58,37.99,36.06,36.79,37.08,0.5,1.3484,1.7865,1949261,72370257.02,6040947420,4100345345
2010/5/12,'002230,科大讯飞,37.08,40.88,37.08,40.03,41.2,-4.12,-10,6.4293,7015033,264525080.3,5960572920,4045790457
2010/5/11,'002230,科大讯飞,41.2,41.98,40.18,41.4,41.45,-0.25,-0.6031,2.3837,2600861,106482060.1,6622858800,4495322730
2010/5/10,'002230,科大讯飞,41.45,41.8,40,40.8,41.55,-0.1,-0.2407,1.9352,2111489,86051468.78,6663046050,4522600174
2010/5/7,'002230,科大讯飞,41.55,41.6,39.48,40,41.32,0.23,0.5566,1.7145,1870739,75621498.1,6679120950,4533511151
2010/5/6,'002230,科大讯飞,41.32,44.2,41.25,44.2,44,-2.68,-6.0909,1.3706,1495509,63780021.07,6642148680,4508415903
2010/5/5,'002230,科大讯飞,44,44.17,41.32,42.48,42.83,1.17,2.7317,5.136,4353049,188456470.6,7072956000,3729235972
2010/5/4,'002230,科大讯飞,42.83,43.1,41.24,41.25,42.09,0.74,1.7581,1.3057,1106630,46996427.49,6884879670,3630072197
2010/4/30,'002230,科大讯飞,42.09,43.86,41.2,43,42.9,-0.81,-1.8881,2.5269,2141681,90650110.33,6765925410,3567353229
2010/4/29,'002230,科大讯飞,42.9,44.76,42.8,44.5,44.1,-1.2,-2.7211,1.8874,1599651,69993263.39,6896132100,3636005073
2010/4/28,'002230,科大讯飞,44.1,45.99,43.6,44.3,45.4,-1.3,-2.8634,2.0323,1722462,77147676.82,7089030900,3737711508
2010/4/27,'002230,科大讯飞,45.4,46,43.03,46,45.98,-0.58,-1.2614,3.8977,3303470,146876080,7298004600,3847893480
2010/4/26,'002230,科大讯飞,45.98,47.82,45.1,47.33,46.92,-0.94,-2.0034,3.579,3033378,141424018.6,7391239020,3897051591
2010/4/23,'002230,科大讯飞,47.12,50,47.12,49.5,49.52,-2.4,-4.8465,1.8107,1534658,73856677.54,7574492880,3993672705
2010/4/22,'002230,科大讯飞,49.52,50,48.6,49.5,49.5,0.02,0.0404,2.178,1845997,90728209.03,7960290480,4197085576
2010/4/21,'002230,科大讯飞,49.5,50.36,47,47.99,48,1.5,3.125,5.8071,4921813,242788192.9,7957075500,4195390469
2010/4/20,'002230,科大讯飞,48,49.02,44.08,45,45,3,6.6667,5.5218,4680063,218378316.5,7715952000,4068257424
2010/4/19,'002230,科大讯飞,45,45.7,44.51,45.7,46.02,-1.02,-2.2164,2.2669,1921338,86174502.71,7233705000,3813991335
2010/4/16,'002230,科大讯飞,46.02,46.89,45,45.5,46.44,-0.42,-0.9044,3.5238,2986573,137617401.4,7397668980,3900441805
2010/4/15,'002230,科大讯飞,46.44,48.2,44.85,46.3,46.4,0.04,0.0862,3.399,2880866,134050323.9,7465183560,3936039058
2010/4/14,'002230,科大讯飞,46.4,46.48,45.11,46.15,46.12,0.28,0.6071,2.4594,2084452,95717050.55,7458753600,3932648843
2010/4/13,'002230,科大讯飞,46.12,47.67,44,46.01,45.5,0.62,1.3626,7.2831,6172809,282031442.6,7413743880,3908917342
2010/4/12,'002230,科大讯飞,0,0,0,0,45.5,None,None,0,0,0,7314079500,3856369017
2010/4/9,'002230,科大讯飞,45.5,46.01,43.8,43.89,43.98,1.52,3.4561,7.8394,6644341,299336958.7,7314079500,3856369017
2010/4/8,'002230,科大讯飞,43.98,45.9,41.31,41.51,41.76,2.22,5.3161,9.3831,7952647,349990780.6,7069741020,3727540865
2010/4/7,'002230,科大讯飞,41.76,42.44,39.38,40,40,1.76,4.4,5.7922,4909202,200239912,6712878240,3539383959
2010/4/6,'002230,科大讯飞,40,41.25,39.27,40.79,40.9,-0.9,-2.2005,6.1101,5178666,208867213.8,6429960000,3390214520
2010/4/2,'002230,科大讯飞,40.9,42.33,39.8,42.26,42.18,-1.28,-3.0346,5.9956,5081561,207341491.6,6574634100,3466494347
2010/4/1,'002230,科大讯飞,42.18,42.88,40.76,40.94,40.94,1.24,3.0288,5.2524,4451725,187653994.2,6780392820,3574981211
2010/3/31,'002230,科大讯飞,40.94,42.01,39.85,40,40.24,0.7,1.7396,6.6906,5670648,232334071.6,6581064060,3469884561
